  140.  60.1027523
  141.3  59.9054139
  142.6  59.6267444
  143.9  59.2625514
  145.2  58.8093192
  146.5  58.2647897
  147.8  57.6277925
  149.1  56.8985153
  150.4  56.0782859
  151.7  55.1698447
  153.  54.1775462
  154.3  53.1065241
  155.6  51.9632794
  156.9  50.7553113
  158.2  49.4909439
  159.5  48.1789535
  160.8  46.8285665
  162.1  45.4492441
  163.4  44.0501559
  164.7  42.6401834
  166.  41.2279801
  167.3  39.8215788
  168.6  38.4280701
  169.9  37.0542035
  171.2  35.7056308
  172.5  34.3871616
  173.8  33.1029941
  175.1  31.856441
  176.4  30.6504661
  177.7  29.4862552
  179.  28.3656687
  180.3  27.2892087
  181.6  26.2575638
  182.9  25.2704667
  184.2  24.3274219
  185.5  23.4274931
  186.8  22.5702668
  188.1  21.7543217
  189.4  20.9784202
  190.7  20.2415378
  192.  19.5416519
  193.3  18.877617
  194.6  18.2480762
  195.9  17.6512373
  197.2  17.0859664
  198.5  16.5511881
  199.8  16.0309502
  201.1  15.5541639
  202.4  15.1037415
  203.7  14.6784906
  205.  14.277541
  206.3  13.9003852
  207.6  13.5456771
  208.9  13.2129191
  210.2  12.9015381
  211.5  12.6110339
  212.8  12.3411742
  214.1  12.0917015
  215.4  11.8621218
  216.7  11.6524483
  218.  11.4625993
  219.3  11.2923942
  220.6  11.1430626
  221.9  11.0136792
  223.2  10.9045229
  224.5  10.816033
  225.8  10.748074
  227.1  10.7018661
  228.4  10.680946
  229.7  10.681275
  231.  10.7029185
  232.3  10.7454127
  233.6  10.8085962
  234.9  10.8919669
  236.2  10.9946775
  237.5  11.1162847
  238.8  11.2533635
  240.1  11.4571897
  241.4  11.7593399
  242.7  12.0808132
  244.  12.4212255
  245.3  12.7801165
  246.6  13.1566445
  247.9  13.5498337
  249.2  13.9585547
  250.5  14.3813902
  251.8  14.8168052
  253.1  15.263041
  254.4  15.7180631
  255.7  16.1797468
  257.  16.6457546
  258.3  17.113633
  259.6  17.5808161
  260.9  18.0445186
  262.2  18.5019687
  263.5  18.9502672
  264.8  19.3865459
  266.1  19.8078924
  267.4  20.2113706
  268.7  20.594149
  270.  20.9534363
  271.3  21.2866484
  272.6  21.5911809
  273.9  21.8646888
  275.2  22.1049738
  276.5  22.3101037
  277.8  22.4783056
  279.1  22.6080717
  280.4  22.6981594
  281.7  22.7476348
  283.  22.7558006
  284.3  22.7222554
  285.6  22.6468794
  286.9  22.5298885
  288.2  22.3717177
  289.5  22.1731038
  290.8  21.9350355
  292.1  21.6588213
  293.4  21.3458962
  294.7  20.9979753
  296.  20.6169708
  297.3  20.2049595
  298.6  19.7641559
  299.9  19.2969168
  301.2  18.8057397
  302.5  18.2931291
  303.8  17.761685
  305.1  17.2140667
  306.4  16.6528802
  307.7  16.0807529
  309.  15.5002926
  310.3  14.9140123
  311.6  14.324372
  312.9  13.7337562
  314.2  13.1444133
  315.5  12.5584904
  316.8  11.9780249
  318.1  11.4048787
  319.4  10.8407871
  320.7  10.2873615
  322.  9.74601439
  323.3  9.21803108
  324.6  8.70454359
  325.9  8.20651755
  327.2  7.72478547
  328.5  7.26001727
  329.8  6.81274797
  331.1  6.3833894
  332.4  5.9722069
  333.7  5.57936467
  335.  5.20489977
  336.3  4.84875471
  337.6  4.51077789
  338.9  4.19072384
  340.2  3.88828773
  341.5  3.60307752
  342.8  3.33466023
  344.1  3.08253118
  345.4  2.84616396
  346.7  2.62498153
  348.  2.41839623
  349.3  2.22578027
  350.6  2.04650665
  351.9  1.87992727
  353.2  1.72540731
  354.5  1.58229632
  355.8  1.44995851
  357.1  1.32776066
  358.4  1.21509672
  359.7  1.1113613
  361.  1.01597602
  362.3  .928371984
  363.6  .848014517
  364.9  .774386812
  366.2  .706991198
  367.5  .645353554
  368.8  .589035727
  370.1  .537613888
  371.4  .490686601
  372.7  .447885202
  374.  .408859732
  375.3  .373279651
  376.6  .340845306
  377.9  .311261581
  379.2  .284282205
  380.5  .25965336
  381.8  .237149778
  383.1  .216564386
  384.4  .197704889
  385.7  .180396317
  387.  .164477064
  388.3  .149796438
  389.6  .136224958
  390.9  .123631714
  392.2  .111905058
  393.5  .100946063
  394.8  .0906561
  396.1  .080951789
  397.4  .071756173
  398.7  .062993569
2
