   160.2   328.7     5.5
   190.4   230.9     4.6
   246.5   100.3     3.0
   293.0    50.9     2.2
   319.6    38.6     1.9
   348.2    20.5     1.4
   379.4    11.4     1.0
   403.0     8.1      .9
